"","score","text","klasifikasi"
"696",-5,"projections for april    usa  cases amp  dead   cases    dead  canada  cases amp  dead   cases    dead  ontario  cases   cases  covid coronavirus coronaviruspandemic coronavirususa","Negatif"
"697",0,"trump should be arrested for what he has caused   covidxfxfxxb  trumpownseverydeath trumpisfakenews   coronaviruspandemic coronavirususa  trumpiskillingamericans trumpliesaboutcoronavirus  trumphasbloodonhishands trumpliesamericansdie  trumpisacompletefailure trumpmustgo","Netral"
"698",0,"anybody still protesting the stay at home order needs to see this heres a picture of the freezer truck theyre loading bodies of people who passed away from convid this is deadly serious stay inside covid coronavirususa ppe pandemic stayhome quarantine","Netral"
"699",1,"this is iran under the rule of islamist state of khamenei  iran tehran iranian masihi france germany us nyc coronavirususa irancoronavirus  xdxxdxbxdxcxdxad xdxxdxbxdxcxdxadxdxcxexxc xdxxdxbxdxcxdxadxdxcxdxaxdx xdxxdxbxdxcxdxadxdxcxdxaa vatican italy vaticano","Positif"
"700",1,"now which is the third world country covid coronavirususa","Positif"
"701",2,"seems like so many of the younger generation would love to have a new normal why is that i wonder   did their lives lack excitement coronavirususa","Positif"
"702",1,"need help making masks  covid  coronavirusuk  coronavirususa  free pdf instructions with pictures from my drive  leather mask template   blue towel mask template","Positif"
"703",1,"is this even legal covid coronavirususa coronaviruspandemic reopenamericanow","Positif"
"704",-3,"coronavirususa  author stephen king predicted a similar story of this pandemic in  when he released the book the stand amp made a miniseries for tv in  about a deadly flu virus released in a laboratory that caused worldwide deaths","Negatif"
"705",6,"trump supporters explanations he didnt say that and if he did he didnt mean it and if he did you didnt understand it and if you did its no big deal and if it is it we dont care and if you do go fuck yourself covid  coronavirususa  trumppressbriefing","Positif"
"706",-1,"coronavirus outbreaks have been reported in at least  us meat processing plants in  states  coronavirususa coronaviruscanada meatplants covid pandemic health meatpacking nurses physicians healthforall health vegan govegan healthcareworkers","Negatif"
"707",0,"if walmart can stay open then surely a small business can stay open coronavirususa","Netral"
"708",0,"the pentagon just released newly declassified footage of three ufos in step one of a new government initiative called yo i got thiswe gonna blame this shit on fckin aliens covid ufosighting coronavirususa quarantine","Netral"
"709",-1,"so jealous   has shorter haircut than i do now  coronavirususa","Negatif"
"710",1,"oh but trump is afraid hell miss a cheeseburger or welldone steak  bevegetarian meatpackingplants coronaviruspandemic coronavirususa socialdistancing coronavirusoubreak coronavirus covid covid","Positif"
"711",0,"california governor announces phase reopening plan   coronavirususa","Netral"
"712",0,"i know itxexxs hard to get another job but they should walk out  this isnxexxt good for the end user either tysonfoods covid coronavirususa coronavirus trumpisadangertothenation trumpisamassmurderer trumpisalaughingstock trumptheworstpresidentever","Netral"
"713",2,"if you need anything out the fridge you just ask your pandemic daddy me to      you are my pandemic daddy  coronavirususa covidxexxbc","Positif"
"714",1,"a blessing is always around the corner coronavirususa","Positif"
"715",0,"why are you not celebrating that we hit the  million of coronavirususa cases let me guess we are amazing better leader the best in the entire world compare to other countries jodiomamao","Netral"
"716",-1,"yeah  whats up with the  sounds like s looking into it   tonight we get to hear what shes finding  coronavirususa meatplants meatpacking trumpliesamericansdie covid cdc","Negatif"
"717",0,"normal is never coming back  americans must remember who the tyrannical dictators in america were during the covid pandemic  covid coronavirus news politics covidusa coronavirususa unitedstates","Netral"
"718",0,"doesnt look like the situation is getting better to me either herd immunity will work or even more people will die covid coronavirususa trump donaldtrump trumppressbriefing trumppressconference trumppressconf covidiot covidus maga trumpvirus covidusa potus","Netral"
"719",4,"hair salons are going to be the high risk designated area once lockdown is lifted coronavirus coronavirususa","Positif"
"720",0,"a lot of people need to learn that opinions are not facts covid coronavirususa coronavirus facts opinion","Netral"
"721",0,"covid  has claimed more american lives than the vietnam war coronavirus coronavirususa","Netral"
"722",0,"netflix is making a comedy set in the coronavirus outbreak  coronavirususa coronaviruspandemic netflix comedy humor funny weneedtolaugh","Netral"
"723",-2,"us coronavirus deaths  million confirmed us cases  million us unemployed no clear strategy no mass testing plan covid coronavirususa malignantnarcissist theamendmentnow removetrumpnow trumppandemic trumpliesamericansdie resist","Negatif"
"724",1,"new podcast episodelisten atxcxa the world is preparing for a gradual reopening of the economy but do we have this pandemic under control are we ready to go back to our normal lives without the fear covid coronavirususa testingforcovid","Positif"
"725",-1,"survived war died from covid covidusa veterans  coronavirusmassachusetts coronaviruspandemic coronavirususa uspoli","Negatif"
"726",2,"thats the point this administration puts forth again and again they do what they want their message is very clear coronavirususa is just another thing to use to their advantage","Positif"
"727",-3,"our governor has xexxcrecommendedxexxd that everyone wear masks i would have complied if they had done that instead of shutting down the economy now iwillnotcomply freetn coronavirususa","Negatif"
"728",2,"this triple crisis of viral plague systemic economic breakdown and governmentleadership failure to prioritize our best interests has thrown us into a fight for our lives over who and what is essential  generalstrike mayday coronavirususa","Positif"
"729",0,"weve now surpassed  confirmed covid cases in the united states  the death toll climbs to   only  tests completed coronavirususa trumpbodycount trumpownseverydeath","Netral"
"730",1,"graphs and analysis updated for apr costa rica doing well italy continues to flatten netherlands bc canada improve other regions see growth  coronavirus covid covidbc coronaviruscanada coronavirususa coronavirusnederland costarica","Positif"
"731",0,"mikepences ignorance  on things big amp small  is astounding can we please get him out of the coronavirususa loop hes just contributing to the massive trumpcoronadisaster       maga kag trumpliesamericansdie","Netral"
"732",-2,"fromtheleft women in ice detention face reprisals for speaking up about fears of covid  reporting by    ice coronavirususa","Negatif"
"733",3,"ofc new yorkers trust their governor more than the us president xfxfxaxxexxdxefxbxfxfxfxxaaxfxfxxaxexxdxfxfxxbcxfxfxxcxfxfxxbd andrewcuomo donaldtrump newyork coronavirususa economy","Positif"
"734",-3,"breaking  trump orders meat processors not to close in move to buttress us food supply   sputnikbreaking  coronavirususa","Negatif"
"735",-1,"check out my latest video the truth about hell selected scriptures  watch now   biblebiblestudy prophet jesus christianbiblicalanswersnow learnthebibleyeshakjv newtestamentoldtestamentcoronaviruscoronavirususa","Negatif"
"736",-1,"nfl draft breaks viewership record with online virtual event draftpick in the time of covid xfxfxaxbxexxdxexxxefxbxfxfxfxaxbxexxdxexxxefxbxfxfxfxfxxexxdxexxxefxbxfxfxfxfxxexxdxexxxefxbxfxexxdxefxbxfxfxfxaxbxfxfxxaaxexcxaxfxfxax  nfldraft virtualdraft coronavirususa","Negatif"
"737",0,"breaking  trump invokes defense production act to help meat producers head off food shortage   sputnikbreaking  coronavirususa","Netral"
"738",1,"here is my connecticut covid update for tuesday april   please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Positif"
"739",0,"come on coronaviruspandemic coronavirususa pence tours mayo clinic and flouts its rule that all visitors wear a mask","Netral"
"740",0,"need we say mxfxfxxare after deaths from  crookedlyingracist comrade  coronavirushoax or as some like to call it the flu take only  months to surpass total american deaths in vietnam over  years  coronavirususa is trumpsvietnam and wxfxfxxarse","Netral"
"741",0,"i agree the   the  and   have not served the nationxexxs most vulnerable people well for decades  they need more helpxexxno excusesidiotinchief coronavirususa","Netral"
"742",-1,"coronavirus killed my dad amp left us unemployed please help with rent  modest needsxcxae    all donations are now matched  coronawillendsoon coronavirususa heroesinthehotzone charity kindnessmatters kindness modestneeds christian givingback","Negatif"
"743",1,"is a twat  coronavirus coronavirususa wiunion","Positif"
"744",-1,"coronavirus homeless twice and afraid to lose home again  modest needsxcxae    urgent   all donations now matched to k   coronawillendsoon coronavirususa heroesinthehotzone charity kindnessmatters kindness modestneeds christian givingback","Negatif"
"745",0,"poetryarts confidential new poem the deputy sheriff wears no mask  mikepence mayoclinic coronavirus coronavirususa pandemicpoetry trumpcovidfails","Netral"
